0.39697	3.9524E+00
0.39719	3.6825E+00
0.39741	3.6590E+00
0.39762	3.6381E+00
0.39784	3.6222E+00
0.39806	3.6139E+00
0.39827	3.6051E+00
0.39849	3.5987E+00
0.39871	3.5727E+00
0.39893	3.5746E+00
0.39914	3.5727E+00
0.39936	3.5695E+00
0.39958	3.5651E+00
0.39980	3.5619E+00
0.40001	3.5600E+00
0.40023	3.5581E+00
0.40045	3.5549E+00
0.40066	3.5505E+00
0.40088	3.5473E+00
0.40110	3.5441E+00
0.40132	3.5422E+00
0.40153	3.5390E+00
0.40175	3.5371E+00
0.40197	3.5340E+00
0.40219	3.5333E+00
0.40240	3.5289E+00
0.40262	3.5232E+00
0.40284	3.5175E+00
0.40306	3.5130E+00
0.40327	3.5086E+00
0.40349	3.5041E+00
0.40371	3.4997E+00
0.40393	3.4965E+00
0.40414	3.4921E+00
0.40436	3.4876E+00
0.40458	3.4819E+00
0.40480	3.4762E+00
0.40501	3.4705E+00
0.40523	3.4635E+00
0.40545	3.4552E+00
0.40567	3.4495E+00
0.40589	3.4425E+00
0.40610	3.4368E+00
0.40632	3.4298E+00
0.40654	3.4229E+00
0.40676	3.4171E+00
0.40697	3.4114E+00
0.40719	3.4057E+00
0.40741	3.4000E+00
0.40763	3.3943E+00
0.40785	3.3886E+00
0.40806	3.3841E+00
0.40828	3.3784E+00
0.40850	3.3752E+00
0.40872	3.3721E+00
0.40894	3.3676E+00
0.40915	3.3657E+00
0.40937	3.3638E+00
0.40959	3.3619E+00
0.40981	3.3613E+00
0.41002	3.3594E+00
0.41024	3.3587E+00
0.41046	3.3581E+00
0.41068	3.3587E+00
0.41090	3.3594E+00
0.41111	3.3613E+00
0.41133	3.3619E+00
0.41155	3.3638E+00
0.41177	3.3657E+00
0.41199	3.3689E+00
0.41221	3.3721E+00
0.41242	3.3752E+00
0.41264	3.3784E+00
0.41286	3.3816E+00
0.41308	3.3848E+00
0.41330	3.3892E+00
0.41351	3.3924E+00
0.41373	3.3956E+00
0.41395	3.3987E+00
0.41417	3.4032E+00
0.41439	3.4063E+00
0.41461	3.4108E+00
0.41482	3.4140E+00
0.41504	3.4171E+00
0.41526	3.4203E+00
0.41548	3.4235E+00
0.41570	3.4267E+00
0.41592	3.4298E+00
0.41613	3.4330E+00
0.41635	3.4362E+00
0.41657	3.4394E+00
0.41679	3.4438E+00
0.41701	3.4483E+00
0.41723	3.4527E+00
0.41745	3.4559E+00
0.41766	3.4603E+00
0.41788	3.4648E+00
0.41810	3.4705E+00
0.41832	3.4762E+00
0.41854	3.4819E+00
0.41876	3.4889E+00
0.41897	3.4959E+00
0.41919	3.5029E+00
0.41941	3.5111E+00
0.41963	3.5194E+00
0.41985	3.5276E+00
0.42007	3.5359E+00
0.42029	3.5441E+00
0.42051	3.5524E+00
0.42072	3.5619E+00
0.42094	3.5714E+00
0.42116	3.5797E+00
0.42138	3.5879E+00
0.42160	3.5975E+00
0.42182	3.6070E+00
0.42204	3.6165E+00
0.42226	3.6260E+00
0.42247	3.6356E+00
0.42269	3.6463E+00
0.42291	3.6571E+00
0.42313	3.6679E+00
0.42335	3.6787E+00
0.42357	3.6895E+00
0.42379	3.7003E+00
0.42401	3.7111E+00
0.42423	3.7219E+00
0.42444	3.7340E+00
0.42466	3.7460E+00
0.42488	3.7568E+00
0.42510	3.7676E+00
0.42532	3.7784E+00
0.42554	3.7892E+00
0.42576	3.8000E+00
0.42598	3.8095E+00
0.42620	3.8190E+00
0.42642	3.8286E+00
0.42663	3.8381E+00
0.42685	3.8476E+00
0.42707	3.8571E+00
0.42729	3.8667E+00
0.42751	3.8775E+00
0.42773	3.8883E+00
0.42795	3.8990E+00
0.42817	3.9111E+00
0.42839	3.9232E+00
0.42861	3.9352E+00
0.42883	3.9473E+00
0.42905	3.9594E+00
0.42927	3.9714E+00
0.42948	3.9835E+00
0.42970	3.9956E+00
0.42992	4.0076E+00
0.43014	4.0197E+00
0.43036	4.0330E+00
0.43058	4.0463E+00
0.43080	4.0584E+00
0.43102	4.0705E+00
0.43124	4.0838E+00
0.43146	4.0959E+00
0.43168	4.1079E+00
0.43190	4.1200E+00
0.43212	4.1321E+00
0.43234	4.1441E+00
0.43256	4.1562E+00
0.43278	4.1683E+00
0.43300	4.1803E+00
0.43321	4.1937E+00
0.43343	4.2070E+00
0.43365	4.2190E+00
0.43387	4.2311E+00
0.43409	4.2432E+00
0.43431	4.2552E+00
0.43453	4.2660E+00
0.43475	4.2768E+00
0.43497	4.2876E+00
0.43519	4.2984E+00
0.43541	4.3092E+00
0.43563	4.3213E+00
0.43585	4.3333E+00
0.43607	4.3454E+00
0.43629	4.3575E+00
0.43651	4.3683E+00
0.43673	4.3790E+00
0.43695	4.3898E+00
0.43717	4.4006E+00
0.43739	4.4114E+00
0.43761	4.4222E+00
0.43783	4.4343E+00
0.43805	4.4463E+00
0.43827	4.4571E+00
0.43849	4.4692E+00
0.43871	4.4813E+00
0.43893	4.4921E+00
0.43915	4.5041E+00
0.43937	4.5162E+00
0.43959	4.5283E+00
0.43981	4.5416E+00
0.44003	4.5549E+00
0.44025	4.5683E+00
0.44047	4.5829E+00
0.44069	4.5975E+00
0.44091	4.6121E+00
0.44113	4.6254E+00
0.44135	4.6387E+00
0.44157	4.6533E+00
0.44179	4.6667E+00
0.44201	4.6800E+00
0.44223	4.6933E+00
0.44245	4.7054E+00
0.44267	4.7175E+00
0.44289	4.7295E+00
0.44311	4.7403E+00
0.44333	4.7511E+00
0.44355	4.7632E+00
0.44377	4.7740E+00
0.44399	4.7848E+00
0.44421	4.7956E+00
0.44443	4.8063E+00
0.44465	4.8171E+00
0.44487	4.8292E+00
0.44509	4.8413E+00
0.44531	4.8533E+00
0.44553	4.8654E+00
0.44575	4.8775E+00
0.44597	4.8908E+00
0.44619	4.9041E+00
0.44641	4.9175E+00
0.44663	4.9308E+00
0.44685	4.9429E+00
0.44707	4.9549E+00
0.44729	4.9683E+00
0.44752	4.9816E+00
0.44774	4.9949E+00
0.44796	5.0083E+00
0.44818	5.0216E+00
0.44840	5.0349E+00
0.44862	5.0483E+00
0.44884	5.0629E+00
0.44906	5.0775E+00
0.44928	5.0908E+00
0.44950	5.1041E+00
0.44972	5.1175E+00
0.44994	5.1308E+00
0.45016	5.1454E+00
0.45038	5.1600E+00
0.45060	5.1733E+00
0.45082	5.1867E+00
0.45104	5.2000E+00
0.45127	5.2146E+00
0.45149	5.2279E+00
0.45171	5.2413E+00
0.45193	5.2546E+00
0.45215	5.2667E+00
0.45237	5.2787E+00
0.45259	5.2908E+00
0.45281	5.3029E+00
0.45303	5.3149E+00
0.45325	5.3270E+00
0.45347	5.3390E+00
0.45369	5.3511E+00
0.45391	5.3619E+00
0.45414	5.3727E+00
0.45436	5.3848E+00
0.45458	5.3956E+00
0.45480	5.4063E+00
0.45502	5.4171E+00
0.45524	5.4279E+00
0.45546	5.4387E+00
0.45568	5.4495E+00
0.45590	5.4603E+00
0.45612	5.4711E+00
0.45635	5.4832E+00
0.45657	5.4952E+00
0.45679	5.5060E+00
0.45701	5.5168E+00
0.45723	5.5289E+00
0.45745	5.5410E+00
0.45767	5.5517E+00
0.45789	5.5613E+00
0.45811	5.5721E+00
0.45834	5.5829E+00
0.45856	5.5937E+00
0.45878	5.6044E+00
0.45900	5.6152E+00
0.45922	5.6260E+00
0.45944	5.6356E+00
0.45966	5.6451E+00
0.45988	5.6546E+00
0.46010	5.6629E+00
0.46033	5.6711E+00
0.46055	5.6794E+00
0.46077	5.6876E+00
0.46099	5.6959E+00
0.46121	5.7054E+00
0.46143	5.7137E+00
0.46165	5.7219E+00
0.46188	5.7302E+00
0.46210	5.7384E+00
0.46232	5.7454E+00
0.46254	5.7524E+00
0.46276	5.7606E+00
0.46298	5.7676E+00
0.46320	5.7733E+00
0.46343	5.7803E+00
0.46365	5.7873E+00
0.46387	5.7943E+00
0.46409	5.8013E+00
0.46431	5.8083E+00
0.46453	5.8152E+00
0.46475	5.8222E+00
0.46498	5.8279E+00
0.46520	5.8337E+00
0.46542	5.8394E+00
0.46564	5.8451E+00
0.46586	5.8508E+00
0.46608	5.8565E+00
0.46631	5.8622E+00
0.46653	5.8679E+00
0.46675	5.8737E+00
0.46697	5.8794E+00
0.46719	5.8838E+00
0.46741	5.8883E+00
0.46764	5.8927E+00
0.46786	5.8971E+00
0.46808	5.9003E+00
0.46830	5.9048E+00
0.46852	5.9092E+00
0.46875	5.9124E+00
0.46897	5.9156E+00
0.46919	5.9187E+00
0.46941	5.9219E+00
0.46963	5.9238E+00
0.46985	5.9270E+00
0.47008	5.9302E+00
0.47030	5.9321E+00
0.47052	5.9352E+00
0.47074	5.9384E+00
0.47096	5.9403E+00
