0.39697	2.0252E+00
0.39719	2.1035E+00
0.39741	2.1090E+00
0.39762	2.1059E+00
0.39784	2.0986E+00
0.39806	2.0950E+00
0.39827	2.0906E+00
0.39849	2.0866E+00
0.39871	2.0887E+00
0.39893	2.0823E+00
0.39914	2.0768E+00
0.39936	2.0722E+00
0.39958	2.0675E+00
0.39980	2.0629E+00
0.40001	2.0607E+00
0.40023	2.0595E+00
0.40045	2.0574E+00
0.40066	2.0552E+00
0.40088	2.0531E+00
0.40110	2.0510E+00
0.40132	2.0497E+00
0.40153	2.0493E+00
0.40175	2.0497E+00
0.40197	2.0502E+00
0.40219	2.0506E+00
0.40240	2.0527E+00
0.40262	2.0540E+00
0.40284	2.0552E+00
0.40306	2.0565E+00
0.40327	2.0578E+00
0.40349	2.0590E+00
0.40371	2.0612E+00
0.40393	2.0633E+00
0.40414	2.0654E+00
0.40436	2.0684E+00
0.40458	2.0713E+00
0.40480	2.0743E+00
0.40501	2.0756E+00
0.40523	2.0777E+00
0.40545	2.0798E+00
0.40567	2.0811E+00
0.40589	2.0840E+00
0.40610	2.0870E+00
0.40632	2.0899E+00
0.40654	2.0938E+00
0.40676	2.0976E+00
0.40697	2.1005E+00
0.40719	2.1035E+00
0.40741	2.1073E+00
0.40763	2.1111E+00
0.40785	2.1149E+00
0.40806	2.1187E+00
0.40828	2.1234E+00
0.40850	2.1272E+00
0.40872	2.1310E+00
0.40894	2.1357E+00
0.40915	2.1386E+00
0.40937	2.1424E+00
0.40959	2.1462E+00
0.40981	2.1500E+00
0.41002	2.1539E+00
0.41024	2.1585E+00
0.41046	2.1632E+00
0.41068	2.1678E+00
0.41090	2.1716E+00
0.41111	2.1763E+00
0.41133	2.1809E+00
0.41155	2.1856E+00
0.41177	2.1911E+00
0.41199	2.1966E+00
0.41221	2.2021E+00
0.41242	2.2076E+00
0.41264	2.2131E+00
0.41286	2.2186E+00
0.41308	2.2233E+00
0.41330	2.2279E+00
0.41351	2.2326E+00
0.41373	2.2372E+00
0.41395	2.2411E+00
0.41417	2.2457E+00
0.41439	2.2487E+00
0.41461	2.2525E+00
0.41482	2.2554E+00
0.41504	2.2584E+00
0.41526	2.2614E+00
0.41548	2.2643E+00
0.41570	2.2681E+00
0.41592	2.2720E+00
0.41613	2.2758E+00
0.41635	2.2796E+00
0.41657	2.2834E+00
0.41679	2.2872E+00
0.41701	2.2910E+00
0.41723	2.2948E+00
0.41745	2.2986E+00
0.41766	2.3033E+00
0.41788	2.3062E+00
0.41810	2.3092E+00
0.41832	2.3122E+00
0.41854	2.3151E+00
0.41876	2.3181E+00
0.41897	2.3202E+00
0.41919	2.3232E+00
0.41941	2.3261E+00
0.41963	2.3291E+00
0.41985	2.3321E+00
0.42007	2.3359E+00
0.42029	2.3388E+00
0.42051	2.3426E+00
0.42072	2.3456E+00
0.42094	2.3486E+00
0.42116	2.3524E+00
0.42138	2.3570E+00
0.42160	2.3617E+00
0.42182	2.3655E+00
0.42204	2.3693E+00
0.42226	2.3740E+00
0.42247	2.3769E+00
0.42269	2.3799E+00
0.42291	2.3837E+00
0.42313	2.3875E+00
0.42335	2.3905E+00
0.42357	2.3934E+00
0.42379	2.3964E+00
0.42401	2.4002E+00
0.42423	2.4040E+00
