8.110E-2 1.164E+0
9.276E-2 1.364E+0
1.044E-1 1.653E+0
1.161E-1 1.555E+0
1.277E-1 1.250E+0
1.394E-1 1.055E+0
1.511E-1 1.520E+0
1.627E-1 1.751E+0
1.744E-1 1.961E+0
1.861E-1 2.181E+0
1.977E-1 2.401E+0
2.094E-1 2.508E+0
2.211E-1 2.504E+0
2.327E-1 2.558E+0
2.444E-1 2.618E+0
2.560E-1 2.741E+0
2.677E-1 2.696E+0
2.794E-1 2.584E+0
2.910E-1 2.399E+0
3.027E-1 2.297E+0
3.144E-1 2.251E+0
3.260E-1 2.246E+0
3.377E-1 2.255E+0
3.493E-1 2.364E+0
3.610E-1 2.586E+0
3.727E-1 2.848E+0
3.843E-1 3.077E+0
3.960E-1 3.126E+0
4.077E-1 3.166E+0
4.193E-1 3.156E+0
4.310E-1 3.140E+0
4.427E-1 3.145E+0
4.543E-1 3.108E+0
4.660E-1 2.847E+0
4.776E-1 2.387E+0
4.893E-1 1.923E+0
5.010E-1 1.558E+0
5.126E-1 1.275E+0
5.243E-1 1.181E+0
5.360E-1 1.149E+0
5.476E-1 1.116E+0
5.593E-1 1.082E+0
5.709E-1 1.046E+0
5.826E-1 1.121E+0
5.943E-1 1.221E+0
6.059E-1 1.472E+0
6.176E-1 1.326E+0
6.293E-1 1.130E+0
6.409E-1 9.746E-1
6.526E-1 1.076E+0
6.643E-1 1.257E+0
6.759E-1 1.300E+0
6.876E-1 7.119E-1
6.992E-1 4.302E-1
7.109E-1 3.139E-1
7.226E-1 1.815E-1
7.342E-1 3.906E-2
7.459E-1 0.000E+0
7.576E-1 0.000E+0
7.692E-1 0.000E+0
7.809E-1 0.000E+0
7.925E-1 0.000E+0
8.042E-1 0.000E+0
8.159E-1 0.000E+0
8.275E-1 0.000E+0
8.392E-1 0.000E+0
8.509E-1 0.000E+0
8.625E-1 0.000E+0
8.742E-1 0.000E+0
8.859E-1 0.000E+0
8.975E-1 0.000E+0
9.092E-1 0.000E+0
9.208E-1 0.000E+0
9.325E-1 0.000E+0
9.442E-1 0.000E+0
9.558E-1 1.266E-4
9.675E-1 2.869E-4
9.792E-1 4.482E-4
9.908E-1 6.106E-4
1.002E+0 7.740E-4
1.014E+0 9.384E-4
1.026E+0 1.104E-3
1.037E+0 1.268E-3
1.049E+0 1.432E-3
1.061E+0 1.597E-3
1.072E+0 1.762E-3
1.084E+0 1.927E-3
1.096E+0 2.093E-3
1.107E+0 2.259E-3
1.119E+0 2.425E-3
1.131E+0 2.592E-3
1.142E+0 2.759E-3
1.154E+0 2.926E-3
1.166E+0 3.094E-3
1.177E+0 3.262E-3
1.189E+0 3.431E-3
1.201E+0 3.599E-3
1.212E+0 3.769E-3
1.224E+0 3.938E-3
1.236E+0 4.108E-3
